468,Dedi Wibowo,d.wibowo@gmail.com,08108234174,25/05/2025,baned
473,Maman Maulana,budi.santoso@gmail.com,08123456789,05-06-25,active
475,Zaki Firmansyah,zaki475@gmail.com,08945276779,2024-07-21,Active
480,fitri Pangestu,fitri.pan80@gmail.com,08511183671,17/06/2024,active
499,dedi maharani,dedi499@gmail.com,08486517760,16-10-2024,actve
507,Dedi Hamzah,dedi507@gmail.com,08846408624,2024-12-21,banned
512,Teguh Maharani,teguh.maharani@gmail.com,08895715647,24-06-2024,baned
515,Erwin Pangestu,erwin.pangestu@gmail.com,08070413815,02/07/24,active
533,dedi Ramadhani,dedi.ram33@gmail.com,08777558986,24-05-25,inactive
535,Fajar Siregar,fajar.siregar@gmail.com,08931311052,06/08/24,active
537,Umar Handayani,umar.handayani@gmail.com,08132971457,28/05/24,INACTIVE
553,Okta Permana,o.permana@gmail.com,08921536434,23-06-24,inactive
563,Asep Nugraha,asep_nugr@gmail.com,08589105954,02/07/2025,active
568,nando saputra,nando_sapu@gmail.com,08831865500,19-03-25,baned
598,Zaki Setiadi,z.setiadi@gmail.com,08370302488,18/08/24,baned
603,Kiki Siregar,kiki.siregar@gmail.com,08585371257,2025-05-13,ACTIVE
611,dedi syahputra,dedi_syah@gmail.com,08995342508,2024-11-02,banned
619,Eka Gunawan,eka619@gmail.com,08391304039,11/04/2025,baned
624,Nina Hamzah,nina624@gmail.com,08897496300,14-11-2024,ACTIVE
626,Gani Nugraha,g.nugraha@gmail.com,08070116098,2024-08-25,baned
629,Yani Kurniawan,nina624@gmail.com,08897496300,20/03/25,inactive
632,Nando Nugraha,nando.nugraha@gmail.com,08834134847,20-10-2024,actve
636,Kartika Ramadhani,kartika_rama@gmail.com,08849536897,27/11/24,BANNED
646,yani pangestu,kartika_rama@gmail.com,08849536897,01/10/24,actve
647,Hendra Maharani,hendra647@gmail.com,08522905156,10/02/2025,actve
654,cici puspita,cici_pusp@gmail.com,08615771644,2024-08-05,active
668,Putri Saputra,p.saputra@gmail.com,08709037281,26/01/2025,baned
669,YANI SETIADI,yani.set69@gmail.com,08178267811,28-11-24,Active
672,asep hakim,asep672@gmail.com,08923779911,02-08-2024,Active
675,Gani Maharani,gani675@gmail.com,08005242137,25-06-24,actve
676,Nando Rahmawati,nando676@gmail.com,08344101697,11/06/24,INACTIVE
677,Hendra Hakim,hendra.hak77@gmail.com,08411649819,16/02/25,Active
678,Cici Heryani,c.heryani@gmail.com,08608908937,2024-07-14,baned
680,Eka Aulia,nando676@gmail.com,08344101697,2025-03-16,inactve
681,Dedi Nugraha,dedi681@gmail.com,08378510412,28-04-2025,INACTIVE
682,Maman Kusuma,mila.hakim@gmail.com,08213717162,28-09-2024,baned
684,Yani Maharani,yani.maharani@gmail.com,08852864062,2025-03-21,banned
687,Indra Hakim,indra.hakim@gmail.com,08781530073,06-09-24,ACTIVE
697,Putri Rahmawati,hendra.hak77@gmail.com,08411649819,02/04/2025,banned
708,Fajar Pangestu,fajar708@gmail.com,08555630235,04/07/2024,banned
710,Cici Rahmawati,cici710@gmail.com,08729091014,16/01/2025,Active
719,Umar Wijaya,umar719@gmail.com,08571754667,16-06-25,aktive
723,Vina Handayani,vina.handayani@gmail.com,08215765119,01-06-2025,aktive
726,HANI GUNAWAN,cici168@gmail.com,08979469982,30-12-24,aktive
735,Putri Aditya,p.aditya@gmail.com,08798653275,04-09-2024,BANNED
743,cici pangestu,cici743@gmail.com,08337131729,05-06-24,baned
746,okta Kurniawan,o.kurniawan@gmail.com,08702873012,04/10/2024,actve
747,Umar Pratama,umar.pratama@gmail.com,08205323186,03-06-2025,ACTIVE
748,Gani Kurniawan,hendra.hak77@gmail.com,08411649819,29/08/2024,Active
749,Vina Putri,vina749@gmail.com,08943753827,2025-06-24,Active
750,Budi Hakim,budi_haki@gmail.com,08914190998,27/08/2024,inactive
754,Okta Hakim,okta_haki@gmail.com,08697232656,31-07-24,aktive
756,bella pratama,bella756@gmail.com,08477325918,12-02-2025,actve
762,candra Pangestu,candra.pangestu@gmail.com,08112078315,17/11/24,baned
764,Indra Nugraha,indra764@gmail.com,08634723721,18/05/2024,banned
769,Lukman Aditya,lukman769@gmail.com,08851258362,2025-02-23,ACTIVE
775,wawan firmansyah,wawan775@gmail.com,08639797330,25/07/24,BANNED
780,Kiki Pratama,kiki.pra80@gmail.com,08970071372,24/06/2025,active
789,Intan Maulana,intan_maul@gmail.com,08575148596,2024-12-14,inactve
791,Maman Permana,maman791@gmail.com,08611560698,31-01-2025,inactive
800,Kiki Maulana,kiki.mau0@gmail.com,08295980779,10-03-2025,BANNED
809,Bella Kusuma,bella809@gmail.com,08293572799,02/04/25,inactve
818,MILA KURNIAWAN,mila.kur18@gmail.com,08565465785,23/04/2025,aktive
820,rian santoso,rian820@gmail.com,08543361653,17/02/2025,actve
821,teguh Syahputra,teguh821@gmail.com,08584876151,2024-10-12,banned
826,nina puspita,nina_pusp@gmail.com,08774552416,19/08/2024,inactive
829,Bella Putri,bella829@gmail.com,08652943849,01/04/2025,baned
831,kiki siregar,kiki.sir31@gmail.com,08658942467,03-09-2024,inactve
833,Eka Lestari,kiki.sir31@gmail.com,08658942467,2024-09-10,banned
835,dedi heryani,d.heryani@gmail.com,08453226809,29-06-24,INACTIVE
844,FITRI ADITYA,fitri844@gmail.com,08190163133,22-07-2024,aktive
846,Gani Kusuma,gani_kusu@gmail.com,08221856998,18-01-2025,aktive
847,Fitri Lestari,dedi499@gmail.com,08486517760,29/07/2024,Active
848,WAWAN HAMZAH,wawan_hamz@gmail.com,08879662519,13/02/25,BANNED
851,Bella Heryani,bella_hery@gmail.com,08870813477,16/03/2025,baned
852,MILA SYAHPUTRA,m.syahputra@gmail.com,08042947640,01/06/24,banned
856,Salsa Aulia,salsa856@gmail.com,08371588664,04/11/24,banned
858,Asep Firmansyah,b.saputra@gmail.com,08112273804,01-07-2025,aktive
869,DEDI PUSPITA,indra764@gmail.com,08634723721,26/02/2025,active
876,Hendra Kusuma,hendra876@gmail.com,08968421614,2024-08-26,actve
881,Nina Putri,nina.put81@gmail.com,08478586020,2024-11-06,actve
889,Rian Syahputra,rian889@gmail.com,08692177751,05-03-25,inactve
892,candra Handayani,c.handayani@gmail.com,08273049433,09/02/25,BANNED
894,Putri Nugraha,p.nugraha@gmail.com,08766779471,02/06/24,INACTIVE
896,Budi Lestari,budi.les96@gmail.com,08442728388,18-10-24,active
899,CICI FIRMANSYAH,cici.firmansyah@gmail.com,08931481660,03-06-2025,inactve
905,budi Maharani,budi_maha@gmail.com,08267670888,14/03/2025,INACTIVE
911,Fajar Kurniawan,fajar.kur11@gmail.com,08719414715,28-04-25,active
924,Intan Hakim,mila.hakim@gmail.com,08213717162,2024-06-25,BANNED
927,Dedi Pangestu,dedi.pan27@gmail.com,08033287957,2024-06-22,inactive
928,teguh Hakim,teguh.hak28@gmail.com,08478280882,27/01/25,inactive
934,MILA KUSUMA,mila934@gmail.com,08370661985,2025-06-02,inactve
935,Asep Saputra,mila934@gmail.com,08370661985,13-03-2025,inactve
943,Ani Rahmawati,ani.rah43@gmail.com,08049930433,24-08-24,inactive
944,ani santoso,a.santoso@gmail.com,08501064288,06/01/2025,INACTIVE
951,Vina Pratama,vina_prat@gmail.com,08543871763,04-05-2025,inactive
956,Teguh Saputra,teguh.sap56@gmail.com,08297601338,2025-01-26,BANNED
959,Gani Pratama,gani_prat@gmail.com,08603790435,21/05/25,active
976,Okta Puspita,o.puspita@gmail.com,08704418314,2024-09-15,inactve
979,Rian Kurniawan,maman406@gmail.com,08346942887,01-03-2025,actve
981,gani Nugraha,gani981@gmail.com,08581863525,2024-07-24,banned
982,TEGUH PRATAMA,t.pratama@gmail.com,08605777369,06/07/25,actve
989,Indra Putri,indra.put89@gmail.com,08282784604,17-12-2024,baned
991,Lukman Aulia,lukman991@gmail.com,08665023253,05-10-24,actve
992,Intan Pangestu,intan992@gmail.com,08373688527,02-05-2025,active
993,Lukman Putri,lukman_putr@gmail.com,08019580346,23-09-2024,aktive
996,Indra Nugraha,indra.nug96@gmail.com,08666534063,05-01-2025,inactve
